prod_norm_name,prod_form_norm_name,code,prod_pack_1_2,prod_pack_1_size,origin,prod_d_norm_name,const
783,РАСТВОР ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ,24,10.0,1.0,2.0,30 мг/мл,1
783,ТАБЛЕТКИ ДИСПЕРГИРУЕМЫЕ В ПОЛОСТИ РТА,24,2.0,10.0,2.0,10 мг,1
783,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,2.0,10.0,2.0,10 мг,1
786,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,3.0,14.0,2.0,500 мг,1
790,ТАБЛЕТКИ,24,2.0,10.0,1.0,НЕ УКАЗАНО,1
793,ТАБЛЕТКИ,24,1.0,50.0,1.0,50 мг + 50 мг,1
797,РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ,24,1.0,1.5,2.0,10 мг/1.5 мл,1
798,ДРАЖЕ,24,2.0,10.0,1.0,100 мг,1
798,ТАБЛЕТКИ,24,1.0,10.0,1.0,100 мг,1
799,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,2.0,15.0,1.0,НЕ УКАЗАНО,1
799,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,4.0,15.0,1.0,НЕ УКАЗАНО,1
806,МАЗЬ ДЛЯ МЕСТНОГО И НАРУЖНОГО ПРИМЕНЕНИЯ,24,1.0,12.0,1.0,40000 МЕ/г,1
806,СУППОЗИТОРИИ РЕКТАЛЬНЫЕ,24,2.0,5.0,1.0,150000 МЕ,1
839,КАПЛИ ГЛАЗНЫЕ,24,1.0,5.0,1.0,1 %,1
878,ТАБЛЕТКИ,24,1.0,28.0,2.0,2.5 мг,1
894,ГЕЛЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,24,1.0,40.0,2.0,НЕ УКАЗАНО,1
901,ТАБЛЕТКИ,24,3.0,10.0,1.0,250 мг,1
902,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,1.0,30.0,1.0,10 мг,1
902,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,2.0,15.0,1.0,20 мг,1
913,ТАБЛЕТКИ,24,2.0,10.0,2.0,10 мг,1
913,ТАБЛЕТКИ,24,3.0,10.0,2.0,10 мг,1
913,ТАБЛЕТКИ,24,3.0,10.0,2.0,2.5 мг,1
913,ТАБЛЕТКИ,24,3.0,10.0,2.0,5 мг,1
913,ТАБЛЕТКИ,24,6.0,10.0,1.0,10 мг,1
913,ТАБЛЕТКИ,24,6.0,10.0,1.0,5 мг,1
913,ТАБЛЕТКИ,24,6.0,10.0,2.0,10 мг,1
916,РАСТВОР ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ,24,10.0,2.0,1.0,50 мг/мл,1
916,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,3.0,10.0,1.0,125 мг,1
916,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,4.0,10.0,1.0,250 мг,1
916,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,5.0,10.0,1.0,125 мг,1
920,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,3.0,10.0,1.0,150 мг,1
921,СПРЕЙ ДЛЯ МЕСТНОГО ПРИМЕНЕНИЯ ДОЗИРОВАННЫЙ,24,1.0,176.0,1.0,0.255 мг/доза,1
921,СПРЕЙ ДЛЯ МЕСТНОГО ПРИМЕНЕНИЯ ДОЗИРОВАННЫЙ,24,1.0,176.0,2.0,0.255 мг/доза,1
944,ТАБЛЕТКИ ПОКРЫТЫЕ ОБОЛОЧКОЙ,24,1.0,50.0,1.0,200 мг,1
949,ТАБЛЕТКИ,24,4.0,15.0,1.0,1 мг,1
950,КАПСУЛЫ,24,1.0,10.0,1.0,90 мг,1
951,ТАБЛЕТКИ,24,3.0,10.0,1.0,200 мг,1
952,ТАБЛЕТКИ ДЛЯ РАССАСЫВАНИЯ,24,2.0,9.0,1.0,НЕ УКАЗАНО,1
953,ТАБЛЕТКИ ДЛЯ РАССАСЫВАНИЯ,24,2.0,9.0,1.0,НЕ УКАЗАНО,1
962,ТАБЛЕТКИ ДЛЯ РАССАСЫВАНИЯ,24,5.0,8.0,1.0,НЕ УКАЗАНО,1
988,РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ,24,10.0,1.0,1.0,2 мг/мл,1
991,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,1.0,10.0,2.0,8 мг,1
997,КАПСУЛЫ,24,4.0,14.0,1.0,400 мг,1
997,КАПСУЛЫ,24,4.0,14.0,2.0,400 мг,1
1001,РАСТВОР ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ,24,5.0,1.0,2.0,20 мг/мл,1
1001,ТАБЛЕТКИ,24,2.0,10.0,2.0,25 мг,1
1001,ТАБЛЕТКИ,24,4.0,10.0,2.0,25 мг,1
1009,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ПРИЕМА ВНУТРЬ,24,10.0,22.1,2.0,НЕ УКАЗАНО,1
1013,КАПСУЛЫ КИШЕЧНОРАСТВОРИМЫЕ,24,1.0,30.0,2.0,НЕ УКАЗАНО,1
1024,РАСТВОР ДЛЯ ПРИЕМА ВНУТРЬ,24,1.0,100.0,1.0,300 мг/мл,1
1025,ЭКСТРАКТ ДЛЯ ПРИЕМА ВНУТРЬ И МЕСТНОГО ПРИМЕНЕНИЯ [ЖИДКИЙ],24,1.0,50.0,1.0,НЕ УКАЗАНО,1
1026,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,1.0,20.0,1.0,3 мг,1
1026,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,3.0,10.0,1.0,3 мг,1
1066,ТАБЛЕТКИ,24,1.0,30.0,2.0,300 мг,1
1066,ТАБЛЕТКИ,24,1.0,50.0,2.0,100 мг,1
1066,ТАБЛЕТКИ,24,3.0,10.0,1.0,300 мг,1
1077,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,4.0,15.0,1.0,100 мг+900 мг,1
1082,НАСТОЙКА,24,1.0,25.0,1.0,НЕ УКАЗАНО,1
1099,МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,24,1.0,15.0,1.0,3 %,1
1107,ТАБЛЕТКИ,24,5.0,10.0,1.0,5 мг,1
1107,ТАБЛЕТКИ,24,6.0,15.0,1.0,10 мг,1
1111,ТАБЛЕТКИ,24,3.0,10.0,1.0,4 мг,1
1111,ТАБЛЕТКИ,24,3.0,10.0,1.0,8 мг,1
1111,ТАБЛЕТКИ,24,9.0,10.0,1.0,8 мг,1
1111,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,1.0,30.0,1.0,5 мг,1
1125,ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ,24,5.0,760.0,2.0,400 мг,1
1125,ТАБЛЕТКИ ПОКРЫТЫЕ КИШЕЧНОРАСТВОРИМОЙ ОБОЛОЧКОЙ,24,2.0,10.0,2.0,500 мг,1
1133,РАСТВОР ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ,24,5.0,1.0,2.0,100 мг + 2.5 мг/мл,1
1144,"ТАБЛЕТКИ, ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ",24,2.0,14.0,2.0,20 мг,1
1150,НАСТОЙКА,24,1.0,25.0,1.0,НЕ УКАЗАНО,1
1156,ТАБЛЕТКИ,24,5.0,10.0,1.0,200 мг,1
1165,КАПСУЛЫ,24,3.0,10.0,1.0,100 мг,1
1165,КАПСУЛЫ,24,3.0,10.0,1.0,50 мг,1
1165,ТАБЛЕТКИ,24,2.0,10.0,1.0,25 мг,1
1170,МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,24,1.0,50.0,1.0,НЕ УКАЗАНО,1
1208,КАПЛИ ГЛАЗНЫЕ,24,1.0,10.0,2.0,НЕ УКАЗАНО,1
1209,СУППОЗИТОРИИ ВАГИНАЛЬНЫЕ,24,2.0,5.0,1.0,НЕ УКАЗАНО,1
1244,КАПСУЛЫ,24,3.0,10.0,2.0,50 мг,1
1245,ТАБЛЕТКИ С ПРОЛОНГИРОВАННЫМ ВЫСВОБОЖДЕНИЕМ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,2.0,15.0,2.0,240 мг,1
1246,ТАБЛЕТКИ,24,2.0,10.0,2.0,100 мг,1
1254,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,5.0,10.0,1.0,НЕ УКАЗАНО,1
1268,КОНЦЕНТРАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,24,1.0,100.0,1.0,99 %,1
1272,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,4.0,15.0,2.0,316 мг + 280 мг,1
1272,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,4.0,25.0,1.0,158 мг+140 мг,1
1291,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,4.0,14.0,1.0,5 мг,1
1295,РАСТВОР ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ И ИНГАЛЯЦИЙ,24,1.0,100.0,1.0,10 %,1
1305,ТАБЛЕТКИ ПОКРЫТЫЕ КИШЕЧНОРАСТВОРИМОЙ ОБОЛОЧКОЙ,24,5.0,10.0,1.0,НЕ УКАЗАНО,1
1305,ТАБЛЕТКИ ПОКРЫТЫЕ КИШЕЧНОРАСТВОРИМОЙ ОБОЛОЧКОЙ,24,5.0,20.0,1.0,НЕ УКАЗАНО,1
1306,РАСТВОР ДЛЯ ИНФУЗИЙ,24,1.0,400.0,1.0,НЕ УКАЗАНО,1
1307,ТАБЛЕТКИ ПОКРЫТЫЕ КИШЕЧНОРАСТВОРИМОЙ ОБОЛОЧКОЙ,24,1.0,20.0,1.0,150 мг,1
1316,ПАСТА ДЛЯ ПРИЕМА ВНУТРЬ,24,1.0,225.0,1.0,НЕ УКАЗАНО,1
1316,ПАСТА ДЛЯ ПРИЕМА ВНУТРЬ,24,10.0,22.5,1.0,НЕ УКАЗАНО,1
1334,КАПСУЛЫ,24,3.0,20.0,2.0,250 ЛЕ,1
1335,ТАБЛЕТКИ,24,1.0,30.0,2.0,4 мг,1
1338,КАПЛИ ГЛАЗНЫЕ,24,3.0,2.5,2.0,0.005 %,1
1339,КАПЛИ ГЛАЗНЫЕ,24,1.0,2.5,2.0,40 мкг/мл,1
1347,ТАБЛЕТКИ ПОКРЫТЫЕ ОБОЛОЧКОЙ,24,6.0,10.0,1.0,НЕ УКАЗАНО,1
1348,ГЕЛЬ СТОМАТОЛОГИЧЕСКИЙ,24,1.0,20.0,2.0,НЕ УКАЗАНО,1
1358,ТАБЛЕТКИ,24,3.0,10.0,2.0,2 мг,1
1360,ТАБЛЕТКИ,24,1.0,50.0,2.0,10 мг,1
1602,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ СУСПЕНЗИИ ДЛЯ ПРИЕМА ВНУТРЬ,24,1.0,50.0,1.0,НЕ УКАЗАНО,1
1602,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ СУСПЕНЗИИ ДЛЯ ПРИЕМА ВНУТРЬ,24,5.0,25.0,1.0,НЕ УКАЗАНО,1
1618,ТАБЛЕТКИ,24,2.0,14.0,2.0,16 мг,1
1640,СИРОП,24,1.0,50.0,1.0,НЕ УКАЗАНО,1
1684,ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ,24,10.0,22.0,1.0,10 мг,1
1689,СУППОЗИТОРИИ ВАГИНАЛЬНЫЕ И РЕКТАЛЬНЫЕ,24,2.0,5.0,1.0,200 мг+500000 МЕ,1
1705,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,1.0,30.0,1.0,0.625 мг + 2.5 мг,1
1705,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,1.0,30.0,1.0,2.5 мг + 10 мг,1
1716,ТАБЛЕТКИ,24,1.0,30.0,1.0,10 мг + 10 мг,1
1716,ТАБЛЕТКИ,24,1.0,30.0,1.0,10 мг + 5 мг,1
1728,СУППОЗИТОРИИ ВАГИНАЛЬНЫЕ И РЕКТАЛЬНЫЕ,24,2.0,5.0,1.0,3000 МЕ,1
1731,ТАБЛЕТКИ,24,1.0,10.0,1.0,12 мг,1
1738,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ПРИЕМА ВНУТРЬ,24,10.0,15.0,2.0,НЕ УКАЗАНО,1
1741,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,1.0,30.0,1.0,10 мг + 2.5 мг + 10 мг,1
1741,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,1.0,30.0,1.0,5 мг + 1.25 мг + 5 мг,1
1751,КАПСУЛЫ,24,2.0,10.0,1.0,250 мг,1
1795,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,2.0,10.0,2.0,5 мг,1
1795,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,6.0,10.0,2.0,2.5 мг,1
1803,ТАБЛЕТКИ С КОНТРОЛИРУЕМЫМ ВЫСВОБОЖДЕНИЕМ ПОКРЫТЫЕ ОБОЛОЧКОЙ,24,1.0,30.0,1.0,50 мг,1
1820,ТАБЛЕТКИ,24,1.0,10.0,1.0,1 мг,1
1824,ТАБЛЕТКИ,24,5.0,10.0,1.0,50 мг,1
1825,таблетки покрытые пленочной оболочкой,24,2.0,14.0,1.0,10 мг,1
1847,ТАБЛЕТКИ,24,5.0,10.0,2.0,20 мг,1
1886,ТАБЛЕТКИ ПОДЪЯЗЫЧНЫЕ,24,2.0,10.0,1.0,25 мг,1
1887,РАСТВОР ДЛЯ МЕСТНОГО ПРИМЕНЕНИЯ,24,1.0,50.0,1.0,0.01 %,1
1889,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,2.0,14.0,1.0,100 мг (51.4 мг + 48.6 мг),1
1889,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,2.0,14.0,1.0,200 мг (102.8 мг + 97.2 мг),1
1890,ТАБЛЕТКИ,24,2.0,14.0,1.0,50 мг,1
1903,ТАБЛЕТКИ ДЛЯ РАССАСЫВАНИЯ,24,2.0,12.0,2.0,НЕ УКАЗАНО,1
1903,ТАБЛЕТКИ ДЛЯ РАССАСЫВАНИЯ,24,3.0,12.0,2.0,НЕ УКАЗАНО,1
1916,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,1.0,5.0,2.0,400 мг,1
1944,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,5.0,10.0,2.0,150 мг,1
1947,ТАБЛЕТКИ,24,4.0,15.0,1.0,НЕ УКАЗАНО,1
1952,ТАБЛЕТКИ ПОКРЫТЫЕ ОБОЛОЧКОЙ,24,2.0,10.0,2.0,200 мг,1
1955,МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,24,1.0,75.0,2.0,НЕ УКАЗАНО,1
1980,ТАБЛЕТКИ ДЛЯ РАССАСЫВАНИЯ,24,2.0,12.0,2.0,НЕ УКАЗАНО,1
2055,КРЕМ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,24,1.0,40.0,2.0,2 %,1
2067,КАПЛИ ГЛАЗНЫЕ,24,30.0,0.3,2.0,0.0015 %,1
2069,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,1.0,50.0,2.0,НЕ УКАЗАНО,1
2116,РАСТВОР ДЛЯ ВНУТРИВЕННОГО ВВЕДЕНИЯ,24,5.0,2.0,2.0,50 мг/мл,1
2130,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,1.0,28.0,2.0,5 мг + 1 мг,1
2130,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,1.0,28.0,2.0,НЕ УКАЗАНО,1
2154,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,2.0,15.0,2.0,50 мг + 12.5 мг,1
2154,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,6.0,15.0,2.0,50 мг + 12.5 мг,1
2167,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,2.0,14.0,2.0,100 мг + 25 мг,1
2171,ПАСТИЛКИ,24,5.0,4.0,2.0,НЕ УКАЗАНО,1
2200,КАПСУЛЫ,24,6.0,10.0,2.0,110 мг,1
2200,КАПСУЛЫ,24,6.0,10.0,2.0,150 мг,1
2203,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,24,3.0,10.0,2.0,25 мг,1
2219,КАПСУЛЫ,24,5.0,10.0,2.0,НЕ УКАЗАНО,1
2231,"ТАБЛЕТКИ КИШЕЧНОРАСТВОРИМЫЕ, ПОКРЫТЫЕ ОБОЛОЧКОЙ",24,5.0,20.0,2.0,НЕ УКАЗАНО,1
2231,"ТАБЛЕТКИ КИШЕЧНОРАСТВОРИМЫЕ, ПОКРЫТЫЕ ОБОЛОЧКОЙ",24,10.0,20.0,2.0,НЕ УКАЗАНО,1
1,МАЗЬ НАЗАЛЬНАЯ,25,1.0,10.0,1.0,0.25 %,1
2,МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,25,1.0,15.0,1.0,0.025 %,1
6,ТАБЛЕТКИ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ МЕСТНОГО И НАРУЖНОГО ПРИМЕНЕНИЯ,25,2.0,10.0,1.0,20 мг,1
7,раствор для наружного применения спиртовой,25,1.0,10.0,1.0,5 %,1
9,КАПЛИ ГЛАЗНЫЕ,25,1.0,5.0,1.0,20 %,1
10,КАПЛИ ГЛАЗНЫЕ,25,1.0,10.0,1.0,0.25 %,1
10,ТАБЛЕТКИ,25,2.0,10.0,1.0,500 мг,1
10,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,25,1.0,10.0,1.0,500 мг,1
13,КАПЛИ НАЗАЛЬНЫЕ,25,1.0,15.0,1.0,0.1 %,1
13,КАПЛИ НАЗАЛЬНЫЕ,25,1.0,20.0,1.0,0.1 %,1
25,КАПСУЛЫ,25,5.0,10.0,1.0,300 мг,1
27,ТАБЛЕТКИ,25,1.0,30.0,1.0,10 мг,1
27,ТАБЛЕТКИ,25,1.0,30.0,1.0,5 мг,1
27,ТАБЛЕТКИ,25,2.0,15.0,1.0,10 мг,1
27,ТАБЛЕТКИ,25,2.0,30.0,1.0,10 мг,1
27,ТАБЛЕТКИ,25,2.0,30.0,1.0,5 мг,1
27,ТАБЛЕТКИ,25,3.0,10.0,2.0,10 мг,1
33,ТАБЛЕТКИ,25,2.0,10.0,1.0,500 мг,1
33,ТАБЛЕТКИ,25,2.0,10.0,2.0,250 мг,1
33,ТАБЛЕТКИ,25,3.0,8.0,1.0,250 мг,1
48,КАПЛИ ГЛАЗНЫЕ,25,1.0,15.0,2.0,0.05 %,1
52,АЭРОЗОЛЬ ДЛЯ МЕСТНОГО ПРИМЕНЕНИЯ,25,1.0,40.0,2.0,0.2 %,1
53,КАПСУЛЫ,25,1.0,10.0,1.0,2 мг,1
53,ТАБЛЕТКИ,25,2.0,10.0,1.0,2 мг,1
56,ТАБЛЕТКИ,25,1.0,10.0,2.0,НЕ УКАЗАНО,1
58,КАПЛИ НАЗАЛЬНЫЕ,25,1.0,10.0,1.0,0.05 %,1
58,КАПЛИ НАЗАЛЬНЫЕ,25,1.0,10.0,2.0,0.1 %,1
58,КАПЛИ НАЗАЛЬНЫЕ,25,1.0,20.0,1.0,0.1 %,1
58,СПРЕЙ НАЗАЛЬНЫЙ,25,1.0,15.0,2.0,0.1 %,1
58,СПРЕЙ НАЗАЛЬНЫЙ,25,1.0,20.0,1.0,0.1 %,1
58,СПРЕЙ НАЗАЛЬНЫЙ ДОЗИРОВАННЫЙ,25,1.0,10.0,2.0,0.05 %,1
58,СПРЕЙ НАЗАЛЬНЫЙ ДОЗИРОВАННЫЙ,25,1.0,10.0,2.0,140 мкг/доза,1
58,СПРЕЙ НАЗАЛЬНЫЙ ДОЗИРОВАННЫЙ,25,1.0,15.0,2.0,45 мкг/доза,1
58,СПРЕЙ НАЗАЛЬНЫЙ ДОЗИРОВАННЫЙ,25,1.0,20.0,2.0,0.05 %,1
72,ТАБЛЕТКИ,25,2.0,15.0,2.0,200 мг,1
75,ТАБЛЕТКИ ПРОЛОНГИРОВАННОГО ДЕЙСТВИЯ ПОКРЫТЫЕ ОБОЛОЧКОЙ,25,1.0,30.0,2.0,500 мг,1
77,КАПСУЛЫ,25,2.0,8.0,2.0,200 мг,1
77,СУСПЕНЗИЯ ДЛЯ ПРИЕМА ВНУТРЬ,25,1.0,90.0,2.0,200 мг/5 мл,1
81,"ТАБЛЕТКИ, ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ",25,2.0,14.0,1.0,75 мг,1
82,КАПЛИ ГЛАЗНЫЕ,25,1.0,5.0,2.0,0.5 %,1
82,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,25,1.0,10.0,1.0,500 мг,1
83,ТАБЛЕТКИ,25,3.0,10.0,2.0,5 мг,1
86,КАПСУЛЫ,25,9.0,10.0,2.0,300 мг,1
89,РАСТВОР ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ,25,5.0,2.0,2.0,20 мг/мл,1
89,ТАБЛЕТКИ,25,1.0,24.0,2.0,40 мг,1
89,ТАБЛЕТКИ,25,1.0,50.0,1.0,40 мг,1
89,ТАБЛЕТКИ,25,1.0,100.0,2.0,40 мг,1
89,ТАБЛЕТКИ,25,2.0,10.0,1.0,40 мг,1
89,ТАБЛЕТКИ,25,2.0,14.0,1.0,40 мг,1
95,ТАБЛЕТКИ,25,4.0,14.0,1.0,40 мг,1
103,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ,25,1.0,1.0,1.0,1 г,1
104,СУСПЕНЗИЯ ДЛЯ ПРИЕМА ВНУТРЬ,25,1.0,170.0,2.0,НЕ УКАЗАНО,1
113,"ТАБЛЕТКИ КИШЕЧНОРАСТВОРИМЫЕ, ПОКРЫТЫЕ ОБОЛОЧКОЙ",25,3.0,10.0,2.0,5 мг,1
115,КАПЛИ ДЛЯ ПРИЕМА ВНУТРЬ,25,1.0,15.0,1.0,7.5 мг/мл,1
115,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,25,2.0,10.0,1.0,5 мг,1
116,РАСТВОР ДЛЯ ПРИЕМА ВНУТРЬ И ИНГАЛЯЦИЙ,25,1.0,100.0,2.0,7.5 мг/мл,1
116,СИРОП,25,1.0,100.0,2.0,15 мг/5 мл,1
116,ТАБЛЕТКИ,25,1.0,30.0,1.0,30 мг,1
116,ТАБЛЕТКИ,25,2.0,10.0,1.0,30 мг,1
120,КАПЛИ НАЗАЛЬНЫЕ,25,1.0,10.0,2.0,НЕ УКАЗАНО,1
124,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,25,1.0,30.0,1.0,50 мг,1
124,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,25,3.0,10.0,1.0,100 мг,1
124,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,25,3.0,10.0,1.0,25 мг,1
124,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,25,3.0,10.0,1.0,50 мг,1
124,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,25,6.0,10.0,1.0,50 мг,1
124,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,25,9.0,10.0,1.0,50 мг,1
126,ТАБЛЕТКИ ПОКРЫТЫЕ ОБОЛОЧКОЙ,25,1.0,21.0,2.0,НЕ УКАЗАНО,1
129,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,25,1.0,30.0,1.0,10 мг,1
129,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,25,1.0,30.0,1.0,2.5 мг,1
129,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,25,2.0,15.0,1.0,10 мг,1
129,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,25,2.0,30.0,1.0,2.5 мг,1
129,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,25,2.0,30.0,1.0,5 мг,1
129,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,25,3.0,10.0,1.0,5 мг,1
129,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,25,10.0,10.0,1.0,5 мг,1
